Tipo Titulo;Vencimento do Titulo;Mes Estoque;PU;Quantidade;Valor Estoque
Tesouro IPCA+ com Juros Semestrais;15/08/2008;01/02/2006; R$ 1.429,62 ;6.967; R$ 9.959.848,89 
Tesouro IPCA+ com Juros Semestrais;15/05/2007;01/02/2006; R$ 1.517,40 ;15.866; R$ 24.074.743,55 
Tesouro IPCA+ com Juros Semestrais;15/08/2006;01/02/2006; R$ 1.561,27 ;12.721; R$ 19.860.553,09 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/02/2006; R$ 1.129,20 ;9.559; R$ 10.793.782,85 
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/02/2006; R$ 1.339,22 ;3.577; R$ 4.789.868,38 
Tesouro IPCA+ com Juros Semestrais;15/05/2011;01/03/2006; R$ 1.417,89 ;1.065; R$ 1.509.772,44 
Tesouro IPCA+ com Juros Semestrais;15/08/2010;01/03/2006; R$ 1.411,06 ;5.487; R$ 7.741.941,03 
Tesouro IPCA+;15/05/2015;01/03/2006; R$ 756,94 ;8.221; R$ 6.223.097,56 
Tesouro IPCA+ com Juros Semestrais;15/08/2008;01/03/2006; R$ 1.458,82 ;9.709; R$ 14.163.110,85 
Tesouro IPCA+;15/08/2024;01/03/2006; R$ 360,38 ;62.812; R$ 22.636.144,14 
Tesouro IPCA+ com Juros Semestrais;15/05/2007;01/03/2006; R$ 1.539,78 ;16.328; R$ 25.141.208,47 
Tesouro IPCA+ com Juros Semestrais;15/08/2006;01/03/2006; R$ 1.581,01 ;12.466; R$ 19.708.252,50 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/03/2006; R$ 1.163,11 ;8.783; R$ 10.216.036,02 
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/03/2006; R$ 1.358,15 ;3.479; R$ 4.725.276,32 
Tesouro IPCA+ com Juros Semestrais;15/05/2009;01/03/2006; R$ 1.455,93 ;16.750; R$ 24.386.194,99 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/03/2006; R$ 1.203,85 ;7.038; R$ 8.472.487,61 
Tesouro Prefixado com Juros Semestrais;01/01/2013;01/05/2011; R$ 977,47 ;17.451; R$ 17.057.895,00 
Tesouro Prefixado com Juros Semestrais;01/01/2012;01/05/2011; R$ 1.017,87 ;40.058; R$ 40.773.760,98 
Tesouro Prefixado com Juros Semestrais;01/01/2021;01/05/2011; R$ 914,24 ;123.312; R$ 112.735.780,94 
Tesouro Prefixado com Juros Semestrais;01/01/2014;01/05/2011; R$ 977,69 ;143.157; R$ 139.962.433,57 
Tesouro Prefixado com Juros Semestrais;01/01/2017;01/05/2011; R$ 923,83 ;314.635; R$ 290.668.422,60 
Tesouro Selic;07/03/2013;01/03/2011; R$ 4.615,81 ;33.800; R$ 156.013.355,36 
Tesouro Selic;07/03/2014;01/03/2011; R$ 4.617,14 ;25.252; R$ 116.591.212,52 
Tesouro Selic;07/03/2012;01/03/2011; R$ 4.617,01 ;57.503; R$ 265.491.720,85 
Tesouro IPCA+;15/08/2024;01/02/2011; R$ 812,12 ;308.998; R$ 250.942.611,13 
Tesouro IPCA+;15/08/2024;01/02/2019; R$ 2.350,17 ;3.956.990; R$ 9.299.585.322,75 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/02/2019; R$ 3.257,38 ;398.515; R$ 1.298.115.684,15 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/02/2019; R$ 3.125,35 ;46.980; R$ 146.827.531,76 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/02/2019; R$ 3.284,45 ;511.966; R$ 1.681.525.988,19 
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/03/2019; R$ 962,18 ;426.411; R$ 410.285.285,75 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/09/2009; R$ 1.758,27 ;5.564; R$ 9.783.026,50 
Tesouro IPCA+ com Juros Semestrais;15/05/2013;01/09/2009; R$ 1.745,95 ;15.137; R$ 26.428.503,56 
Tesouro IPCA+ com Juros Semestrais;15/08/2012;01/09/2009; R$ 1.790,15 ;77.460; R$ 138.664.433,85 
Tesouro IPCA+ com Juros Semestrais;15/05/2017;01/09/2009; R$ 1.673,65 ;18.445; R$ 30.871.056,89 
Tesouro IPCA+;15/05/2015;01/09/2009; R$ 1.205,69 ;315.721; R$ 380.661.319,43 
Tesouro IPCA+ com Juros Semestrais;15/08/2010;01/09/2009; R$ 1.821,15 ;99.955; R$ 182.033.908,44 
Tesouro IPCA+;15/08/2024;01/09/2009; R$ 653,18 ;223.196; R$ 145.786.299,04 
Tesouro IPCA+ com Juros Semestrais;15/05/2011;01/09/2009; R$ 1.815,75 ;77.820; R$ 141.301.555,06 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/09/2009; R$ 1.684,59 ;11.966; R$ 20.157.120,05 
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/09/2009; R$ 1.758,73 ;67.782; R$ 119.210.676,50 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/09/2009; R$ 1.585,19 ;23.245; R$ 36.848.333,68 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/09/2009; R$ 1.562,33 ;31.295; R$ 48.892.855,77 
Tesouro Prefixado;01/01/2012;01/09/2009; R$ 789,53 ;166.864; R$ 131.743.436,60 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/06/2005; R$ 1.053,99 ;2.622; R$ 2.763.148,27 
Tesouro IPCA+ com Juros Semestrais;15/08/2006;01/06/2005; R$ 1.513,48 ;12.427; R$ 18.807.427,67 
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/06/2005; R$ 1.266,05 ;2.301; R$ 2.913.428,98 
Tesouro IPCA+ com Juros Semestrais;15/05/2009;01/06/2005; R$ 1.392,76 ;4.572; R$ 6.367.399,05 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/06/2005; R$ 1.163,94 ;6.855; R$ 7.978.558,11 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/06/2005; R$ 2.451,09 ;17.376; R$ 42.589.665,46 
Tesouro Prefixado;01/10/2006;01/06/2005; R$ 810,03 ;1.393; R$ 1.128.533,54 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/06/2005; R$ 1.549,89 ;10.632; R$ 16.477.859,96 
Tesouro Prefixado;01/01/2007;01/06/2005; R$ 776,29 ;11.436; R$ 8.877.980,27 
Tesouro Prefixado;01/04/2006;01/06/2005; R$ 875,71 ;23.564; R$ 20.635.159,19 
Tesouro Prefixado;01/07/2006;01/06/2005; R$ 842,34 ;46.228; R$ 38.939.926,12 
Tesouro Prefixado;01/07/2007;01/06/2005; R$ 721,79 ;3.957; R$ 2.856.425,23 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/06/2005; R$ 1.462,45 ;15.084; R$ 22.059.026,55 
Tesouro Prefixado;01/10/2005;01/06/2005; R$ 954,84 ;60.629; R$ 57.891.617,09 
Tesouro Prefixado;01/01/2006;01/06/2005; R$ 916,67 ;83.872; R$ 76.882.812,36 
Tesouro Prefixado;01/07/2005;01/06/2005; R$ 999,36 ;40.151; R$ 40.125.845,15 
Tesouro Prefixado com Juros Semestrais;01/01/2008;01/06/2005; R$ 907,86 ;27.978; R$ 25.400.382,93 
Tesouro IGPM+ com Juros Semestrais;01/04/2008;01/06/2005; R$ 1.738,82 ;14.817; R$ 25.764.156,20 
Tesouro IGPM+ com Juros Semestrais;01/12/2005;01/06/2005; R$ 1.818,15 ;44.955; R$ 81.734.271,96 
Tesouro IGPM+ com Juros Semestrais;01/07/2005;01/06/2005; R$ 1.886,70 ;1.809; R$ 3.413.034,40 
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/06/2005; R$ 1.669,31 ;27.229; R$ 45.453.319,71 
Tesouro Selic;18/06/2008;01/06/2005; R$ 2.335,19 ;12.672; R$ 29.590.632,77 
Tesouro Selic;17/01/2007;01/06/2005; R$ 2.333,74 ;32.164; R$ 75.061.618,70 
Tesouro Selic;18/03/2009;01/06/2005; R$ 2.330,85 ;9.026; R$ 21.038.705,67 
Tesouro Selic;18/01/2006;01/06/2005; R$ 2.351,12 ;14.097; R$ 33.143.692,78 
Tesouro IGPM+ com Juros Semestrais;01/12/2006;01/06/2005; R$ 1.821,33 ;144; R$ 263.000,76 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/05/2005; R$ 2.441,40 ;17.998; R$ 43.941.359,00 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/05/2005; R$ 1.544,14 ;10.356; R$ 15.991.420,23 
Tesouro Prefixado;01/01/2007;01/05/2005; R$ 764,18 ;9.672; R$ 7.390.802,23 
Tesouro Prefixado;01/04/2006;01/05/2005; R$ 862,30 ;19.557; R$ 16.864.166,66 
Tesouro Prefixado;01/07/2006;01/05/2005; R$ 829,57 ;37.281; R$ 30.927.448,23 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/05/2005; R$ 1.457,87 ;16.426; R$ 23.946.318,83 
Tesouro Prefixado;01/10/2005;01/05/2005; R$ 940,25 ;62.395; R$ 58.666.522,90 
Tesouro Prefixado;01/01/2006;01/05/2005; R$ 903,82 ;70.048; R$ 63.310.890,92 
Tesouro Prefixado;01/07/2005;01/05/2005; R$ 985,46 ;40.711; R$ 40.119.016,58 
Tesouro Prefixado com Juros Semestrais;01/01/2008;01/05/2005; R$ 895,01 ;27.095; R$ 24.250.237,89 
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/05/2005; R$ 1.664,62 ;28.358; R$ 47.205.283,70 
Tesouro IGPM+ com Juros Semestrais;01/04/2008;01/05/2005; R$ 1.733,47 ;15.176; R$ 26.307.792,15 
Tesouro IGPM+ com Juros Semestrais;01/12/2005;01/05/2005; R$ 1.866,40 ;46.277; R$ 86.370.871,61 
Tesouro IGPM+ com Juros Semestrais;01/07/2005;01/05/2005; R$ 1.878,41 ;1.815; R$ 3.410.072,44 
Tesouro Selic;18/06/2008;01/05/2005; R$ 2.298,63 ;9.932; R$ 22.829.574,96 
Tesouro Selic;17/01/2007;01/05/2005; R$ 2.296,24 ;32.637; R$ 74.942.027,60 
Tesouro Selic;18/03/2009;01/05/2005; R$ 2.296,26 ;6.103; R$ 14.013.145,74 
Tesouro Selic;18/01/2006;01/05/2005; R$ 2.313,88 ;14.428; R$ 33.384.675,90 
Tesouro IGPM+ com Juros Semestrais;01/12/2006;01/05/2005; R$ 1.873,12 ;145; R$ 272.351,07 
Tesouro IGPM+ com Juros Semestrais;01/12/2006;01/04/2005; R$ 1.866,61 ;145; R$ 271.405,22 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/05/2005; R$ 1.044,14 ;2.424; R$ 2.530.589,13 
Tesouro IPCA+ com Juros Semestrais;15/08/2006;01/05/2005; R$ 1.501,00 ;11.581; R$ 17.383.737,28 
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/05/2005; R$ 1.253,88 ;2.272; R$ 2.849.312,75 
Tesouro Selic;17/03/2010;01/02/2008; R$ 3.366,99 ;28.925; R$ 97.390.171,80 
Tesouro IPCA+ com Juros Semestrais;15/05/2011;01/01/2008; R$ 1.608,23 ;21.987; R$ 35.359.466,11 
Tesouro IPCA+ com Juros Semestrais;15/05/2009;01/01/2008; R$ 1.658,21 ;35.101; R$ 58.205.292,86 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/01/2008; R$ 1.510,07 ;5.399; R$ 8.152.271,79 
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/01/2008; R$ 1.535,13 ;17.481; R$ 26.835.908,06 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/01/2008; R$ 1.421,77 ;12.805; R$ 18.205.523,43 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/01/2008; R$ 1.344,25 ;14.135; R$ 19.000.444,07 
Tesouro Prefixado com Juros Semestrais;01/01/2011;01/01/2008; R$ 959,10 ;6.474; R$ 6.208.824,18 
Tesouro Prefixado com Juros Semestrais;01/07/2010;01/01/2008; R$ 967,82 ;17.299; R$ 16.742.635,49 
Tesouro Prefixado com Juros Semestrais;01/01/2013;01/01/2008; R$ 922,45 ;2.739; R$ 2.526.406,36 
Tesouro Prefixado com Juros Semestrais;01/01/2014;01/01/2008; R$ 904,23 ;26.410; R$ 23.881.036,44 
Tesouro Prefixado com Juros Semestrais;01/01/2010;01/01/2008; R$ 955,64 ;33.665; R$ 32.171.484,08 
Tesouro Prefixado com Juros Semestrais;01/01/2017;01/01/2008; R$ 918,19 ;39.279; R$ 36.065.739,57 
Tesouro Prefixado com Juros Semestrais;01/01/2012;01/01/2008; R$ 904,05 ;30.885; R$ 27.921.642,82 
Tesouro IPCA+ com Juros Semestrais;15/08/2012;01/01/2008; R$ 1.664,15 ;6.564; R$ 10.922.828,97 
Tesouro IPCA+ com Juros Semestrais;15/08/2010;01/01/2008; R$ 1.650,18 ;29.055; R$ 47.945.872,33 
Tesouro IPCA+ com Juros Semestrais;15/05/2017;01/01/2008; R$ 1.591,30 ;3.561; R$ 5.666.927,17 
Tesouro Selic;07/03/2013;01/01/2008; R$ 3.345,39 ;4.605; R$ 15.404.843,25 
Tesouro Selic;16/03/2011;01/01/2008; R$ 3.344,97 ;10.395; R$ 34.772.253,14 
Tesouro Selic;07/03/2012;01/01/2008; R$ 3.344,29 ;7.262; R$ 24.286.258,34 
Tesouro Selic;18/06/2008;01/01/2008; R$ 3.341,02 ;12.187; R$ 40.715.697,08 
Tesouro Selic;18/03/2009;01/01/2008; R$ 3.338,37 ;30.989; R$ 103.454.131,25 
Tesouro Selic;17/03/2010;01/01/2008; R$ 3.340,04 ;29.168; R$ 97.421.014,14 
Tesouro Selic;07/03/2017;01/08/2016; R$ 8.087,67 ;209.857; R$ 1.697.254.256,12 
Tesouro IPCA+;15/08/2024;01/09/2016; R$ 1.835,54 ;2.243.470; R$ 4.117.978.665,36 
Tesouro Prefixado;01/01/2021;01/10/2016; R$ 556,00 ;1.002.567; R$ 557.427.450,85 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/10/2016; R$ 3.273,26 ;6.782; R$ 22.197.795,61 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/10/2016; R$ 3.595,36 ;5.978; R$ 21.492.713,79 
Tesouro Prefixado com Juros Semestrais;01/01/2023;01/11/2016; R$ 1.012,18 ;210.766; R$ 213.333.338,33 
Tesouro Prefixado com Juros Semestrais;01/01/2021;01/11/2016; R$ 989,96 ;135.071; R$ 133.715.522,75 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/08/2016; R$ 3.535,11 ;6.066; R$ 21.442.191,91 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/08/2016; R$ 3.322,80 ;6.813; R$ 22.638.093,53 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/08/2016; R$ 4.491,35 ;9.896; R$ 44.444.459,07 
Tesouro Prefixado;01/01/2017;01/08/2016; R$ 963,03 ;1.324.300; R$ 1.275.340.917,40 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/08/2016; R$ 2.935,07 ;386.979; R$ 1.135.810.135,55 
Tesouro Prefixado com Juros Semestrais;01/01/2023;01/10/2016; R$ 1.004,06 ;212.073; R$ 212.934.444,94 
Tesouro Prefixado com Juros Semestrais;01/01/2021;01/10/2016; R$ 981,31 ;136.739; R$ 134.182.988,75 
Tesouro Prefixado;01/01/2023;01/08/2016; R$ 452,86 ;1.040.608; R$ 471.253.239,49 
Tesouro Prefixado com Juros Semestrais;01/01/2017;01/10/2016; R$ 1.027,39 ;198.930; R$ 204.379.609,30 
Tesouro Prefixado com Juros Semestrais;01/01/2017;01/11/2016; R$ 1.037,30 ;195.915; R$ 203.221.922,28 
Tesouro Prefixado;01/01/2017;01/11/2016; R$ 989,74 ;1.266.149; R$ 1.253.154.859,68 
Tesouro Prefixado;01/01/2019;01/11/2016; R$ 774,56 ;1.192.518; R$ 923.676.031,01 
Tesouro Prefixado;01/01/2018;01/11/2016; R$ 865,94 ;2.472.753; R$ 2.141.261.389,27 
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/11/2016; R$ 865,21 ;338.501; R$ 292.872.925,04 
Tesouro Selic;01/03/2021;01/11/2016; R$ 8.340,46 ;751.845; R$ 6.270.734.005,97 
Tesouro Prefixado;01/01/2021;01/08/2016; R$ 543,38 ;1.019.389; R$ 553.914.501,66 
Tesouro Prefixado;01/01/2019;01/09/2016; R$ 754,24 ;980.792; R$ 739.754.188,15 
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/10/2016; R$ 863,10 ;211.836; R$ 182.835.362,88 
Tesouro Prefixado;01/01/2023;01/11/2016; R$ 487,32 ;2.124.616; R$ 1.035.375.392,94 
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/11/2016; R$ 878,74 ;236.068; R$ 207.442.812,39 
Tesouro Prefixado;01/01/2021;01/11/2016; R$ 562,26 ;993.706; R$ 558.724.141,42 
Tesouro Selic;07/03/2017;01/11/2016; R$ 8.348,64 ;194.126; R$ 1.620.688.130,38 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/09/2016; R$ 2.889,93 ;48.283; R$ 139.535.915,34 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/11/2016; R$ 3.618,13 ;5.968; R$ 21.592.646,55 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/11/2016; R$ 3.294,15 ;6.778; R$ 22.328.088,47 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/11/2016; R$ 4.600,46 ;9.775; R$ 44.970.222,90 
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/08/2016; R$ 838,50 ;348.173; R$ 291.942.254,42 
Tesouro Prefixado com Juros Semestrais;01/01/2023;01/08/2016; R$ 987,62 ;216.147; R$ 213.471.683,01 
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/08/2016; R$ 819,97 ;158.203; R$ 129.722.102,77 
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/09/2016; R$ 847,60 ;345.174; R$ 292.568.887,84 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/09/2016; R$ 2.965,08 ;731.769; R$ 2.169.756.339,83 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/09/2016; R$ 4.532,26 ;9.862; R$ 44.698.773,03 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/09/2016; R$ 2.904,92 ;55.963; R$ 162.568.284,48 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/09/2016; R$ 2.958,89 ;396.285; R$ 1.172.563.651,34 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/06/2017; R$ 4.551,64 ;9.466; R$ 43.084.284,79 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/06/2017; R$ 2.997,51 ;46.147; R$ 138.325.912,83 
Tesouro Selic;01/03/2023;01/05/2017; R$ 8.815,08 ;284.938; R$ 2.511.755.323,72 
Tesouro Prefixado;01/01/2021;01/06/2017; R$ 610,19 ;909.725; R$ 555.104.152,17 
Tesouro Prefixado;01/01/2023;01/06/2017; R$ 547,95 ;4.592.639; R$ 2.516.523.423,09 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/06/2017; R$ 3.061,38 ;388.381; R$ 1.188.982.006,21 
Tesouro Prefixado;01/01/2020;01/06/2017; R$ 790,71 ;458.211; R$ 362.312.246,28 
Tesouro Prefixado;01/01/2019;01/03/2017; R$ 813,70 ;1.487.737; R$ 1.210.564.838,95 
Tesouro Prefixado;01/01/2018;01/03/2017; R$ 905,76 ;2.343.935; R$ 2.123.042.271,62 
Tesouro Prefixado;01/01/2021;01/04/2017; R$ 596,00 ;932.044; R$ 555.493.538,57 
Tesouro Prefixado;01/01/2019;01/04/2017; R$ 821,01 ;1.465.232; R$ 1.202.972.385,00 
Tesouro Selic;01/03/2021;01/05/2017; R$ 8.839,83 ;733.586; R$ 6.484.772.958,00 
Tesouro Prefixado;01/01/2019;01/06/2017; R$ 837,42 ;1.421.065; R$ 1.190.032.081,10 
Tesouro Prefixado;01/01/2018;01/06/2017; R$ 935,47 ;2.251.920; R$ 2.106.606.328,97 
Tesouro Selic;01/03/2021;01/06/2017; R$ 8.911,85 ;713.865; R$ 6.361.862.932,95 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/05/2017; R$ 3.632,50 ;5.777; R$ 20.985.163,08 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/05/2017; R$ 3.300,74 ;6.591; R$ 21.754.180,31 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/05/2017; R$ 4.550,03 ;9.594; R$ 43.651.874,31 
Tesouro IPCA+;15/05/2019;01/06/2017; R$ 2.671,63 ;4.178.412; R$ 11.163.188.239,95 
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/06/2017; R$ 880,66 ;308.516; R$ 271.696.959,89 
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/04/2017; R$ 916,79 ;359.896; R$ 329.947.088,10 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/06/2017; R$ 3.004,32 ;456.223; R$ 1.370.638.334,82 
Tesouro Prefixado;01/01/2023;01/03/2017; R$ 527,44 ;3.996.855; R$ 2.108.120.702,95 
Tesouro IPCA+;15/05/2045;01/05/2017; R$ 708,85 ;703.725; R$ 498.832.460,06 
Tesouro IPCA+;15/05/2035;01/05/2017; R$ 1.062,42 ;4.327.883; R$ 4.598.026.432,08 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/05/2017; R$ 3.052,44 ;680.121; R$ 2.076.026.166,07 
Tesouro IPCA+;15/05/2019;01/05/2017; R$ 2.656,98 ;4.223.784; R$ 11.222.507.496,74 
Tesouro IPCA+;15/08/2024;01/05/2017; R$ 1.973,61 ;3.391.065; R$ 6.692.622.701,23 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/06/2017; R$ 3.632,80 ;5.699; R$ 20.702.097,37 
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/03/2017; R$ 903,23 ;349.563; R$ 315.734.648,00 
Tesouro Selic;01/03/2023;01/03/2017; R$ 8.664,29 ;164.789; R$ 1.427.777.140,40 
Tesouro IPCA+ com Juros Semestrais;15/08/2026;01/05/2017; R$ 3.061,92 ;369.712; R$ 1.132.028.060,07 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/05/2017; R$ 2.981,08 ;46.367; R$ 138.222.240,66 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/05/2017; R$ 2.904,31 ;53.480; R$ 155.321.760,48 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/05/2017; R$ 3.043,29 ;386.620; R$ 1.176.595.865,27 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/05/2017; R$ 2.987,20 ;454.265; R$ 1.356.982.504,46 
Tesouro IPCA+;15/05/2045;01/03/2017; R$ 722,29 ;384.415; R$ 277.659.051,35 
Tesouro IPCA+;15/05/2035;01/03/2017; R$ 1.044,48 ;4.316.625; R$ 4.508.624.580,37 
Tesouro IPCA+ com Juros Semestrais;15/05/2017;01/03/2017; R$ 3.051,44 ;55.569; R$ 169.565.626,23 
Tesouro IPCA+ com Juros Semestrais;15/08/2026;01/03/2017; R$ 3.001,21 ;320.827; R$ 962.869.753,29 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/03/2017; R$ 3.011,95 ;693.290; R$ 2.088.157.372,93 
Tesouro IPCA+;15/05/2019;01/03/2017; R$ 2.619,99 ;4.342.538; R$ 11.377.394.070,05 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/03/2017; R$ 2.952,05 ;53.933; R$ 159.211.862,45 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/03/2017; R$ 2.994,10 ;388.662; R$ 1.163.692.937,14 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/03/2017; R$ 2.939,59 ;47.067; R$ 138.357.549,32 
Tesouro IPCA+;15/08/2024;01/03/2017; R$ 1.938,62 ;3.087.265; R$ 5.985.045.396,45 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/03/2017; R$ 3.028,63 ;448.845; R$ 1.359.384.472,59 
Tesouro Prefixado;01/01/2020;01/04/2017; R$ 778,32 ;295.170; R$ 229.735.907,79 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/03/2017; R$ 3.658,13 ;5.867; R$ 21.462.088,18 
Tesouro Prefixado;01/01/2019;01/05/2017; R$ 829,18 ;1.439.327; R$ 1.193.455.307,64 
Tesouro Prefixado;01/01/2018;01/05/2017; R$ 925,13 ;2.279.850; R$ 2.109.164.464,00 
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/05/2017; R$ 871,20 ;310.343; R$ 270.369.640,33 
Tesouro IGPM+ com Juros Semestrais;01/12/2006;01/08/2004; R$ 1.749,83 ;219; R$ 382.863,29 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/08/2004; R$ 2.239,08 ;17.469; R$ 39.114.034,33 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/08/2004; R$ 1.418,48 ;8.545; R$ 12.120.929,61 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/08/2004; R$ 1.391,81 ;15.267; R$ 21.248.771,05 
Tesouro Prefixado;01/01/2006;01/08/2004; R$ 800,98 ;30.433; R$ 24.375.981,98 
Tesouro Prefixado;04/01/2005;01/08/2004; R$ 947,09 ;26.343; R$ 24.949.682,81 
Tesouro Prefixado;01/10/2004;01/08/2004; R$ 985,66 ;25.959; R$ 25.587.181,97 
Tesouro Prefixado;01/07/2005;01/08/2004; R$ 878,94 ;24.114; R$ 21.194.543,70 
Tesouro IGPM+ com Juros Semestrais;01/12/2005;01/08/2004; R$ 1.715,63 ;52.850; R$ 90.671.482,58 
Tesouro Prefixado;01/04/2005;01/08/2004; R$ 912,98 ;8.557; R$ 7.812.196,81 
Tesouro Prefixado com Juros Semestrais;01/01/2008;01/08/2004; R$ 847,19 ;15.115; R$ 12.805.453,89 
Tesouro IGPM+ com Juros Semestrais;01/04/2008;01/08/2004; R$ 1.650,65 ;16.374; R$ 27.028.088,15 
Tesouro IGPM+ com Juros Semestrais;01/07/2005;01/08/2004; R$ 1.711,79 ;2.107; R$ 3.607.083,90 
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/08/2004; R$ 1.561,21 ;10.324; R$ 16.117.287,25 
Tesouro Selic;16/02/2005;01/08/2004; R$ 2.046,45 ;9.390; R$ 19.216.578,94 
Tesouro Selic;17/01/2007;01/08/2004; R$ 1.997,24 ;11.930; R$ 23.827.454,49 
Tesouro Selic;18/06/2008;01/08/2004; R$ 2.031,87 ;1.132; R$ 2.300.893,09 
Tesouro Selic;18/01/2006;01/08/2004; R$ 2.036,15 ;5.345; R$ 10.882.818,56 
Tesouro Selic;18/03/2009;01/08/2004; R$ 2.034,21 ;4.000; R$ 8.137.240,60 
Tesouro IPCA+ com Juros Semestrais;15/08/2006;01/07/2004; R$ 1.398,29 ;7.400; R$ 10.347.905,48 
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/07/2004; R$ 1.176,80 ;2.067; R$ 2.432.438,68 
Tesouro IPCA+ com Juros Semestrais;15/05/2009;01/07/2004; R$ 1.280,84 ;3.442; R$ 4.408.639,88 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/07/2004; R$ 1.086,80 ;7.644; R$ 8.307.099,74 
Tesouro IPCA+ com Juros Semestrais;15/08/2006;01/08/2004; R$ 1.377,19 ;7.657; R$ 10.545.676,02 
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/08/2004; R$ 1.194,96 ;2.125; R$ 2.539.762,87 
