Tipo Titulo;Vencimento do Titulo;Mes Estoque;PU;Quantidade;Valor Estoque
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/05/2022; R$ 961,41 ;144.497; R$ 138.920.569,28 
Tesouro Prefixado com Juros Semestrais;01/01/2023;01/09/2021; R$ 1.015,93 ;114.966; R$ 116.797.446,21 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/09/2021; R$ 3.912,09 ;426.303; R$ 1.667.736.910,21 
Tesouro IPCA+;15/05/2035;01/09/2021; R$ 1.834,93 ;5.262.253; R$ 9.655.840.996,76 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/09/2021; R$ 3.623,51 ;37.635; R$ 136.370.732,24 
Tesouro IPCA+ com Juros Semestrais;15/08/2030;01/09/2021; R$ 4.297,90 ;347.829; R$ 1.494.932.734,49 
Tesouro IPCA+ com Juros Semestrais;15/08/2040;01/09/2021; R$ 4.581,12 ;139.140; R$ 637.417.102,89 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/09/2021; R$ 7.155,89 ;7.750; R$ 55.456.616,67 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/09/2021; R$ 3.648,10 ;31.344; R$ 114.345.229,52 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/09/2021; R$ 4.092,21 ;345.235; R$ 1.412.776.054,46 
Tesouro Prefixado com Juros Semestrais;01/01/2029;01/10/2021; R$ 1.087,60 ;700.464; R$ 761.821.977,52 
Tesouro Prefixado com Juros Semestrais;01/01/2023;01/10/2021; R$ 1.024,61 ;114.207; R$ 117.017.257,77 
Tesouro Prefixado com Juros Semestrais;01/01/2023;01/04/2022; R$ 1.026,94 ;108.590; R$ 111.514.836,68 
Tesouro IPCA+ com Juros Semestrais;15/05/2055;01/05/2022; R$ 4.903,41 ;359.436; R$ 1.762.464.170,96 
Tesouro IPCA+ com Juros Semestrais;15/08/2026;01/05/2022; R$ 4.176,57 ;467.295; R$ 1.951.688.270,76 
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/05/2022; R$ 996,51 ;252.490; R$ 251.609.933,84 
Tesouro Prefixado;01/01/2023;01/05/2022; R$ 945,27 ;2.728.501; R$ 2.579.165.434,18 
Tesouro Selic;01/03/2023;01/05/2022; R$ 11.718,74 ;307.847; R$ 3.607.577.729,39 
Tesouro IPCA+;15/05/2045;01/05/2022; R$ 1.372,48 ;2.379.260; R$ 3.265.496.678,78 
Tesouro Prefixado com Juros Semestrais;01/01/2029;01/05/2022; R$ 1.091,64 ;631.359; R$ 689.214.172,02 
Tesouro Prefixado;01/01/2025;01/05/2022; R$ 792,01 ;4.086.757; R$ 3.236.754.072,78 
Tesouro Selic;01/09/2024;01/05/2022; R$ 11.680,77 ;497.843; R$ 5.815.185.015,53 
Tesouro Selic;01/03/2025;01/05/2022; R$ 11.705,52 ;871.510; R$ 10.201.474.527,99 
Tesouro Prefixado com Juros Semestrais;01/01/2031;01/05/2022; R$ 1.112,76 ;1.323.904; R$ 1.473.191.874,55 
Tesouro IPCA+;15/08/2026;01/05/2022; R$ 3.342,70 ;3.677.826; R$ 12.293.856.180,26 
Tesouro Prefixado;01/01/2026;01/05/2022; R$ 763,47 ;3.836.053; R$ 2.928.722.805,44 
Tesouro Selic;01/03/2027;01/05/2022; R$ 11.584,61 ;662.290; R$ 7.672.367.002,38 
Tesouro IPCA+;15/08/2024;01/09/2021; R$ 3.162,12 ;3.727.001; R$ 11.785.238.877,96 
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/09/2021; R$ 929,68 ;158.735; R$ 147.572.743,09 
Tesouro IPCA+ com Juros Semestrais;15/05/2055;01/09/2021; R$ 4.873,39 ;252.294; R$ 1.229.526.275,13 
Tesouro IPCA+ com Juros Semestrais;15/08/2026;01/09/2021; R$ 3.842,72 ;508.717; R$ 1.954.857.787,55 
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/09/2021; R$ 976,34 ;279.971; R$ 273.347.657,23 
Tesouro Prefixado;01/01/2023;01/09/2021; R$ 888,05 ;3.221.131; R$ 2.860.517.970,28 
Tesouro Selic;01/03/2023;01/09/2021; R$ 11.026,14 ;357.958; R$ 3.946.893.568,04 
Tesouro IPCA+;15/05/2045;01/09/2021; R$ 1.261,03 ;1.881.219; R$ 2.372.280.483,37 
Tesouro Prefixado com Juros Semestrais;01/01/2029;01/09/2021; R$ 1.079,92 ;712.081; R$ 768.988.833,33 
Tesouro Prefixado;01/01/2022;01/09/2021; R$ 983,48 ;834.359; R$ 820.572.097,45 
Tesouro Prefixado;01/01/2025;01/09/2021; R$ 754,82 ;3.620.372; R$ 2.732.728.752,65 
Tesouro Selic;01/09/2024;01/09/2021; R$ 10.965,88 ;307.240; R$ 3.369.162.278,52 
Tesouro Selic;01/03/2025;01/09/2021; R$ 11.013,91 ;747.311; R$ 8.230.816.499,09 
Tesouro Prefixado com Juros Semestrais;01/01/2031;01/09/2021; R$ 1.124,74 ;1.278.891; R$ 1.438.419.574,32 
Tesouro IPCA+;15/08/2026;01/09/2021; R$ 3.107,23 ;2.282.899; R$ 7.093.495.710,99 
Tesouro Prefixado;01/01/2026;01/09/2021; R$ 736,58 ;4.076.806; R$ 3.002.899.891,74 
Tesouro Selic;01/03/2027;01/09/2021; R$ 10.846,62 ;261.430; R$ 2.835.631.723,00 
Tesouro Prefixado;01/07/2024;01/09/2021; R$ 804,23 ;2.011.503; R$ 1.617.711.391,45 
Tesouro Prefixado;01/01/2022;01/10/2021; R$ 988,87 ;817.815; R$ 808.710.351,34 
Tesouro IPCA+;15/05/2035;01/10/2021; R$ 1.865,38 ;5.322.208; R$ 9.927.915.287,71 
Tesouro IPCA+ com Juros Semestrais;15/05/2055;01/12/2021; R$ 4.878,41 ;286.818; R$ 1.399.216.915,88 
Tesouro IPCA+ com Juros Semestrais;15/08/2026;01/12/2021; R$ 4.013,66 ;492.866; R$ 1.978.196.876,54 
Tesouro Prefixado;01/01/2022;01/12/2021; R$ 999,74 ;791.183; R$ 790.976.933,65 
Tesouro Prefixado com Juros Semestrais;01/01/2029;01/12/2021; R$ 1.103,12 ;681.559; R$ 751.843.912,68 
Tesouro Prefixado;01/01/2025;01/12/2021; R$ 771,27 ;3.361.984; R$ 2.592.992.248,13 
Tesouro Selic;01/09/2024;01/12/2021; R$ 11.182,54 ;472.892; R$ 5.288.132.594,02 
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/12/2021; R$ 960,40 ;154.453; R$ 148.336.779,54 
Tesouro Selic;01/03/2023;01/12/2021; R$ 11.229,84 ;336.460; R$ 3.778.388.940,81 
Tesouro IPCA+;15/05/2045;01/12/2021; R$ 1.309,59 ;1.996.932; R$ 2.615.163.542,76 
Tesouro Prefixado com Juros Semestrais;01/01/2023;01/12/2021; R$ 1.042,18 ;111.858; R$ 116.576.350,46 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/02/2022; R$ 4.068,03 ;412.852; R$ 1.679.496.705,79 
Tesouro IPCA+;15/05/2035;01/02/2022; R$ 1.958,34 ;5.448.969; R$ 10.670.937.814,12 
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/02/2022; R$ 931,12 ;149.913; R$ 139.586.433,13 
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/03/2022; R$ 941,27 ;147.186; R$ 138.541.647,61 
Tesouro Prefixado com Juros Semestrais;01/01/2031;01/03/2022; R$ 1.097,74 ;1.372.975; R$ 1.507.169.955,49 
Tesouro IPCA+;15/08/2026;01/03/2022; R$ 3.267,91 ;3.394.254; R$ 11.092.107.370,10 
Tesouro Prefixado;01/01/2026;01/03/2022; R$ 754,24 ;4.035.897; R$ 3.044.034.079,47 
Tesouro Selic;01/03/2027;01/03/2022; R$ 11.359,15 ;562.056; R$ 6.384.480.474,52 
Tesouro Prefixado;01/07/2024;01/03/2022; R$ 811,81 ;3.555.417; R$ 2.886.323.710,35 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/04/2022; R$ 4.214,62 ;406.543; R$ 1.713.424.120,81 
Tesouro Prefixado;01/07/2024;01/05/2022; R$ 824,19 ;3.369.829; R$ 2.777.392.792,23 
Tesouro IPCA+ com Juros Semestrais;15/08/2032;01/05/2022; R$ 4.142,41 ;89.704; R$ 371.589.083,68 
Tesouro Prefixado com Juros Semestrais;01/01/2033;01/05/2022; R$ 918,10 ;216.092; R$ 198.394.494,72 
Tesouro Prefixado;01/01/2029;01/05/2022; R$ 472,18 ;419.295; R$ 197.981.821,37 
Tesouro Prefixado com Juros Semestrais;01/01/2023;01/06/2022; R$ 1.044,56 ;105.857; R$ 110.573.892,50 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/06/2022; R$ 4.190,56 ;399.956; R$ 1.676.039.279,59 
Tesouro IPCA+;15/05/2035;01/06/2022; R$ 2.068,24 ;5.656.327; R$ 11.698.622.520,55 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/06/2022; R$ 3.885,47 ;35.352; R$ 137.359.723,56 
Tesouro IPCA+ com Juros Semestrais;15/08/2030;01/06/2022; R$ 4.569,80 ;449.062; R$ 2.052.123.356,09 
Tesouro IPCA+ com Juros Semestrais;15/08/2040;01/06/2022; R$ 4.768,91 ;205.571; R$ 980.350.624,52 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/06/2022; R$ 7.976,92 ;7.732; R$ 61.674.299,39 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/06/2022; R$ 4.039,43 ;29.636; R$ 119.712.064,52 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/06/2022; R$ 4.505,96 ;321.870; R$ 1.450.334.826,10 
Tesouro IPCA+;15/08/2024;01/06/2022; R$ 3.575,38 ;3.412.088; R$ 12.199.512.092,50 
Tesouro Prefixado;01/01/2025;01/10/2021; R$ 760,26 ;3.513.961; R$ 2.671.530.705,61 
Tesouro Selic;01/09/2024;01/10/2021; R$ 11.026,61 ;352.474; R$ 3.886.590.867,98 
Tesouro Selic;01/03/2025;01/10/2021; R$ 11.070,44 ;721.556; R$ 7.987.949.681,84 
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/11/2021; R$ 949,07 ;155.595; R$ 147.670.728,97 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/02/2022; R$ 4.257,50 ;331.847; R$ 1.412.839.645,44 
Tesouro IPCA+;15/08/2024;01/02/2022; R$ 3.377,86 ;3.559.581; R$ 12.023.772.896,80 
Tesouro IPCA+;15/05/2035;01/04/2022; R$ 2.026,11 ;5.541.789; R$ 11.228.252.139,36 
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/06/2022; R$ 971,89 ;142.618; R$ 138.609.265,21 
Tesouro IPCA+ com Juros Semestrais;15/05/2055;01/06/2022; R$ 4.892,21 ;386.079; R$ 1.888.783.388,52 
Tesouro IPCA+ com Juros Semestrais;15/08/2026;01/06/2022; R$ 4.217,08 ;461.987; R$ 1.948.235.318,29 
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/06/2022; R$ 1.005,42 ;250.213; R$ 251.569.873,49 
Tesouro Prefixado;01/01/2023;01/06/2022; R$ 952,78 ;2.669.885; R$ 2.543.824.173,30 
Tesouro Selic;01/03/2023;01/06/2022; R$ 11.837,74 ;302.649; R$ 3.582.680.605,94 
Tesouro IPCA+;15/05/2045;01/06/2022; R$ 1.379,04 ;2.469.504; R$ 3.405.535.616,90 
Tesouro Prefixado com Juros Semestrais;01/01/2029;01/06/2022; R$ 1.099,41 ;623.147; R$ 685.092.599,48 
Tesouro Selic;01/03/2023;01/11/2021; R$ 11.144,52 ;342.698; R$ 3.819.200.138,16 
Tesouro IPCA+;15/05/2045;01/11/2021; R$ 1.294,70 ;1.965.003; R$ 2.544.089.687,59 
Tesouro Selic;01/03/2025;01/12/2021; R$ 11.217,92 ;679.485; R$ 7.622.409.332,06 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/12/2021; R$ 3.978,56 ;418.253; R$ 1.664.044.431,47 
Tesouro IPCA+;15/05/2035;01/12/2021; R$ 1.917,63 ;5.335.448; R$ 10.231.415.558,69 
Tesouro Prefixado;01/07/2009;01/07/2008; R$ 902,18 ;58.760; R$ 53.012.398,05 
Tesouro Prefixado;01/07/2010;01/07/2008; R$ 772,39 ;115.737; R$ 89.394.190,16 
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/07/2008; R$ 2.144,76 ;14.929; R$ 32.018.758,55 
Tesouro Selic;07/03/2013;01/07/2008; R$ 3.531,82 ;5.262; R$ 18.584.426,84 
Tesouro Selic;16/03/2011;01/07/2008; R$ 3.531,32 ;10.499; R$ 37.074.661,05 
Tesouro Selic;07/03/2014;01/07/2008; R$ 3.535,27 ;6.714; R$ 23.736.477,80 
Tesouro Selic;07/03/2012;01/07/2008; R$ 3.532,91 ;23.363; R$ 82.539.322,12 
Tesouro Selic;18/03/2009;01/07/2008; R$ 3.527,01 ;28.071; R$ 99.005.951,69 
Tesouro Selic;17/03/2010;01/07/2008; R$ 3.527,09 ;26.562; R$ 93.686.477,08 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/09/2013; R$ 2.696,85 ;7.290; R$ 19.660.489,37 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/09/2013; R$ 2.567,38 ;7.323; R$ 18.800.768,96 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/09/2013; R$ 3.712,47 ;10.925; R$ 40.559.446,29 
Tesouro IPCA+;15/05/2019;01/10/2013; R$ 1.819,71 ;188.441; R$ 342.909.551,31 
Tesouro Selic;07/03/2015;01/08/2013; R$ 5.720,65 ;53.600; R$ 306.626.982,77 
Tesouro Prefixado com Juros Semestrais;01/01/2021;01/09/2013; R$ 947,30 ;223.608; R$ 211.825.231,17 
Tesouro Prefixado com Juros Semestrais;01/01/2017;01/09/2013; R$ 954,34 ;299.244; R$ 285.582.312,88 
Tesouro IPCA+ com Juros Semestrais;15/05/2017;01/09/2010; R$ 1.772,48 ;16.854; R$ 29.872.661,15 
Tesouro IPCA+;15/08/2024;01/09/2010; R$ 751,00 ;270.823; R$ 203.389.216,66 
Tesouro IPCA+ com Juros Semestrais;15/08/2012;01/09/2010; R$ 1.915,16 ;167.029; R$ 319.887.414,49 
Tesouro IPCA+ com Juros Semestrais;15/05/2011;01/09/2010; R$ 1.945,00 ;70.440; R$ 137.006.423,58 
Tesouro IPCA+;15/05/2015;01/09/2010; R$ 1.388,51 ;470.983; R$ 653.966.482,97 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/09/2010; R$ 1.824,07 ;19.185; R$ 34.994.110,32 
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/09/2010; R$ 1.896,46 ;126.667; R$ 240.219.173,84 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/09/2010; R$ 1.715,41 ;31.025; R$ 53.220.468,51 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/09/2010; R$ 1.706,14 ;42.063; R$ 71.765.568,07 
Tesouro Prefixado com Juros Semestrais;01/01/2021;01/09/2010; R$ 895,46 ;62.181; R$ 55.681.000,11 
Tesouro IPCA+;15/05/2035;01/09/2010; R$ 445,74 ;90.567; R$ 40.369.769,40 
Tesouro Prefixado com Juros Semestrais;01/01/2011;01/09/2010; R$ 1.014,06 ;30.754; R$ 31.186.501,26 
Tesouro Prefixado com Juros Semestrais;01/01/2013;01/09/2010; R$ 939,77 ;18.939; R$ 17.798.619,89 
Tesouro Prefixado com Juros Semestrais;01/01/2014;01/09/2010; R$ 949,26 ;151.729; R$ 144.030.198,57 
Tesouro Prefixado com Juros Semestrais;01/01/2017;01/09/2010; R$ 896,50 ;298.473; R$ 267.581.590,81 
Tesouro Prefixado com Juros Semestrais;01/01/2012;01/09/2010; R$ 979,93 ;42.825; R$ 41.965.293,91 
Tesouro Selic;07/03/2015;01/09/2010; R$ 4.383,84 ;12.079; R$ 52.952.357,85 
Tesouro Selic;07/03/2013;01/09/2010; R$ 4.384,31 ;28.445; R$ 124.710.956,92 
Tesouro Selic;16/03/2011;01/09/2010; R$ 4.385,52 ;7.267; R$ 31.871.293,76 
Tesouro Selic;07/03/2012;01/09/2010; R$ 4.385,60 ;61.653; R$ 270.385.390,96 
Tesouro Selic;07/03/2014;01/09/2010; R$ 4.385,69 ;28.125; R$ 123.348.503,26 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/09/2010; R$ 1.884,93 ;22.332; R$ 42.093.822,62 
Tesouro IPCA+ com Juros Semestrais;15/05/2013;01/09/2010; R$ 1.862,90 ;13.896; R$ 25.887.238,66 
Tesouro Prefixado;04/01/2005;01/01/2004; R$ 860,88 ;19.706; R$ 16.964.349,36 
Tesouro Prefixado;01/10/2004;01/01/2004; R$ 891,00 ;20.960; R$ 18.675.237,05 
Tesouro Prefixado;01/07/2005;01/01/2004; R$ 808,61 ;11.130; R$ 8.999.873,90 
Tesouro Prefixado;01/07/2004;01/01/2004; R$ 927,55 ;23.645; R$ 21.931.929,27 
Tesouro Prefixado;01/04/2004;01/01/2004; R$ 971,16 ;16.073; R$ 15.609.792,68 
Tesouro Prefixado com Juros Semestrais;01/01/2008;01/01/2004; R$ 839,24 ;3.538; R$ 2.969.384,11 
Tesouro IGPM+ com Juros Semestrais;01/04/2008;01/01/2004; R$ 1.448,56 ;8.494; R$ 12.303.448,38 
Tesouro Selic;16/02/2005;01/01/2004; R$ 1.869,81 ;9.673; R$ 18.085.877,10 
Tesouro Selic;17/01/2007;01/01/2004; R$ 1.816,07 ;11.448; R$ 20.789.994,20 
Tesouro Selic;18/06/2008;01/01/2004; R$ 1.862,05 ;1.288; R$ 2.399.065,23 
Tesouro Selic;18/01/2006;01/01/2004; R$ 1.856,86 ;4.245; R$ 7.882.740,66 
Tesouro Selic;18/03/2009;01/01/2004; R$ 1.878,63 ;498; R$ 935.557,50 
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/01/2004; R$ 1.366,77 ;6.861; R$ 9.377.963,62 
Tesouro IGPM+ com Juros Semestrais;01/07/2005;01/01/2004; R$ 1.534,06 ;2.285; R$ 3.505.931,72 
Tesouro IGPM+ com Juros Semestrais;01/12/2005;01/01/2004; R$ 1.527,22 ;36.480; R$ 55.712.205,95 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/01/2004; R$ 1.216,80 ;4.359; R$ 5.304.012,44 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/01/2004; R$ 1.179,93 ;7.609; R$ 8.977.594,75 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/01/2004; R$ 1.940,48 ;12.666; R$ 24.578.845,07 
Tesouro IPCA+ com Juros Semestrais;15/08/2006;01/01/2004; R$ 1.321,58 ;4.761; R$ 6.291.517,25 
Tesouro IPCA+ com Juros Semestrais;15/05/2015;01/01/2004; R$ 1.100,69 ;1.487; R$ 1.636.942,17 
Tesouro IPCA+ com Juros Semestrais;15/05/2009;01/01/2004; R$ 1.198,89 ;2.321; R$ 2.782.614,40 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/01/2004; R$ 1.013,29 ;6.001; R$ 6.081.182,82 
Tesouro IPCA+ com Juros Semestrais;15/05/2013;01/08/2012; R$ 2.174,31 ;11.257; R$ 24.476.619,96 
Tesouro IPCA+;15/05/2035;01/08/2012; R$ 674,09 ;776.504; R$ 523.434.152,07 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/08/2012; R$ 2.697,67 ;12.986; R$ 35.031.270,68 
Tesouro IPCA+ com Juros Semestrais;15/05/2017;01/08/2012; R$ 2.225,93 ;94.316; R$ 209.941.532,82 
Tesouro IPCA+;15/05/2015;01/08/2012; R$ 1.837,32 ;994.847; R$ 1.827.855.962,17 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/08/2012; R$ 2.262,92 ;166.599; R$ 377.001.133,28 
Tesouro IPCA+;15/08/2024;01/08/2012; R$ 1.076,42 ;734.093; R$ 790.191.653,87 
Tesouro Prefixado com Juros Semestrais;01/01/2023;01/05/2016; R$ 1.010,09 ;222.906; R$ 225.155.597,77 
Tesouro Prefixado com Juros Semestrais;01/01/2021;01/05/2016; R$ 984,61 ;145.937; R$ 143.691.566,37 
Tesouro IPCA+;15/05/2019;01/06/2016; R$ 2.426,42 ;3.518.983; R$ 8.538.547.467,73 
Tesouro IPCA+ com Juros Semestrais;15/08/2026;01/06/2016; R$ 2.847,69 ;98.756; R$ 281.226.871,43 
Tesouro IPCA+;15/05/2035;01/06/2016; R$ 957,36 ;3.181.199; R$ 3.045.542.948,52 
Tesouro IPCA+ com Juros Semestrais;15/05/2017;01/06/2016; R$ 2.926,69 ;61.522; R$ 180.054.734,51 
Tesouro IPCA+;15/08/2024;01/06/2016; R$ 1.784,61 ;2.057.948; R$ 3.672.631.659,76 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/06/2016; R$ 2.972,47 ;748.462; R$ 2.224.776.179,23 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/06/2016; R$ 2.896,21 ;49.002; R$ 141.918.993,22 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/06/2016; R$ 2.914,25 ;297.936; R$ 868.258.788,45 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/06/2016; R$ 2.875,21 ;374.744; R$ 1.077.468.210,66 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/06/2016; R$ 2.826,59 ;56.691; R$ 160.242.431,45 
Tesouro IPCA+ com Juros Semestrais;15/08/2026;01/04/2016; R$ 2.737,78 ;61.687; R$ 168.886.426,49 
Tesouro IPCA+;15/05/2019;01/04/2016; R$ 2.370,91 ;3.225.906; R$ 7.648.327.775,77 
Tesouro IPCA+ com Juros Semestrais;15/05/2017;01/04/2016; R$ 2.947,39 ;62.922; R$ 185.455.592,46 
Tesouro IPCA+;15/08/2024;01/04/2016; R$ 1.744,92 ;1.989.318; R$ 3.471.205.828,57 
Tesouro IPCA+;15/05/2035;01/04/2016; R$ 936,94 ;3.050.110; R$ 2.857.767.965,57 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/04/2016; R$ 2.907,36 ;760.789; R$ 2.211.887.601,99 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/04/2016; R$ 2.850,76 ;263.988; R$ 752.566.289,08 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/04/2016; R$ 2.830,81 ;49.365; R$ 139.741.616,03 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/04/2016; R$ 2.895,40 ;361.678; R$ 1.047.203.845,21 
Tesouro IPCA+ com Juros Semestrais;15/08/2026;01/05/2016; R$ 2.799,82 ;83.589; R$ 234.034.253,80 
Tesouro Selic;01/03/2021;01/05/2016; R$ 7.806,60 ;605.787; R$ 4.729.132.274,73 
Tesouro Prefixado;01/01/2019;01/05/2016; R$ 709,13 ;618.706; R$ 438.746.192,10 
Tesouro Prefixado;01/01/2018;01/05/2016; R$ 809,72 ;2.641.707; R$ 2.139.046.427,94 
Tesouro IPCA+;15/05/2019;01/05/2016; R$ 2.399,30 ;3.377.025; R$ 8.102.486.604,11 
Tesouro IPCA+ com Juros Semestrais;15/05/2017;01/05/2016; R$ 2.896,20 ;62.205; R$ 180.156.516,22 
Tesouro IPCA+;15/05/2035;01/05/2016; R$ 947,79 ;3.114.836; R$ 2.952.204.219,48 
Tesouro IPCA+;15/08/2024;01/05/2016; R$ 1.765,46 ;2.019.843; R$ 3.565.960.525,11 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/05/2016; R$ 2.941,33 ;753.029; R$ 2.214.908.289,89 
Tesouro IPCA+ com Juros Semestrais;15/08/2024;01/05/2016; R$ 2.864,83 ;49.269; R$ 141.146.534,29 
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/05/2016; R$ 2.883,76 ;291.082; R$ 839.410.118,04 
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/05/2016; R$ 2.844,53 ;367.066; R$ 1.044.129.718,63 
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/05/2016; R$ 2.796,26 ;56.977; R$ 159.323.289,83 
Tesouro Prefixado;01/01/2019;01/07/2016; R$ 733,14 ;804.015; R$ 589.453.003,74 
Tesouro Prefixado com Juros Semestrais;01/01/2023;01/07/2016; R$ 978,92 ;218.629; R$ 214.020.065,86 
Tesouro Selic;01/03/2021;01/07/2016; R$ 7.988,06 ;665.006; R$ 5.312.112.418,29 
Tesouro Prefixado;01/01/2017;01/07/2016; R$ 953,58 ;1.343.248; R$ 1.280.890.708,03 
Tesouro Prefixado;01/01/2018;01/07/2016; R$ 828,77 ;2.582.457; R$ 2.140.260.250,45 
Tesouro Prefixado com Juros Semestrais;01/01/2021;01/07/2016; R$ 954,55 ;141.022; R$ 134.612.244,35 
Tesouro Prefixado com Juros Semestrais;01/01/2025;01/07/2016; R$ 829,07 ;352.792; R$ 292.489.972,09 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/07/2016; R$ 3.504,67 ;6.084; R$ 21.320.669,32 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/07/2016; R$ 3.294,02 ;6.815; R$ 22.448.582,48 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/07/2016; R$ 4.451,42 ;9.896; R$ 44.051.104,24 
Tesouro Prefixado com Juros Semestrais;01/01/2017;01/07/2016; R$ 996,81 ;205.290; R$ 204.636.118,69 
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/07/2016; R$ 797,70 ;138.811; R$ 110.729.691,34 
Tesouro Selic;07/03/2015;01/04/2010; R$ 4.207,02 ;3.915; R$ 16.468.803,19 
Tesouro Selic;07/03/2013;01/04/2010; R$ 4.208,04 ;10.775; R$ 45.343.318,51 
Tesouro Selic;16/03/2011;01/04/2010; R$ 4.208,69 ;7.773; R$ 32.712.464,55 
Tesouro Selic;07/03/2014;01/04/2010; R$ 4.208,75 ;30.543; R$ 128.549.534,59 
Tesouro Selic;07/03/2012;01/04/2010; R$ 4.208,69 ;67.828; R$ 285.468.800,62 
Tesouro IGPM+ com Juros Semestrais;01/07/2017;01/04/2010; R$ 2.026,57 ;8.462; R$ 17.148.038,99 
Tesouro Prefixado;01/01/2013;01/04/2010; R$ 733,87 ;183.840; R$ 134.915.597,77 
Tesouro Prefixado;01/01/2012;01/04/2010; R$ 834,33 ;313.945; R$ 261.935.080,55 
Tesouro Prefixado;01/01/2011;01/04/2010; R$ 931,54 ;184.510; R$ 171.878.623,87 
Tesouro Prefixado;01/07/2010;01/04/2010; R$ 977,95 ;182.154; R$ 178.138.026,16 
Tesouro IGPM+ com Juros Semestrais;01/04/2021;01/04/2010; R$ 1.886,31 ;8.364; R$ 15.777.852,68 
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/04/2010; R$ 3.006,31 ;12.282; R$ 36.922.886,31 
Tesouro IGPM+ com Juros Semestrais;01/03/2011;01/04/2010; R$ 2.255,13 ;13.313; R$ 30.021.588,61 
Tesouro Prefixado com Juros Semestrais;01/01/2012;01/04/2010; R$ 974,06 ;45.361; R$ 44.184.010,79 
Tesouro IPCA+ com Juros Semestrais;15/08/2020;01/04/2010; R$ 1.855,05 ;13.934; R$ 25.848.652,84 
Tesouro IPCA+ com Juros Semestrais;15/05/2013;01/04/2010; R$ 1.837,18 ;14.248; R$ 26.176.085,93 
Tesouro Prefixado com Juros Semestrais;01/07/2010;01/04/2010; R$ 1.026,73 ;39.246; R$ 40.294.763,58 
Tesouro Prefixado com Juros Semestrais;01/01/2013;01/04/2010; R$ 934,08 ;20.337; R$ 18.996.581,54 
Tesouro Prefixado com Juros Semestrais;01/01/2014;01/04/2010; R$ 949,00 ;158.307; R$ 150.233.535,82 
